POWER SUPPLY CARD,General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
POWER SUPPLY NUC,General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
PRINTER INSTALLATION CHARGES,General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
PRINTER PANTUM (M6502) PRINT SCAN COPY,General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
PRINTER REPAIR CHARGES,General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
PROCESSOR INTEL 9100F,General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
QH INTERNET SECURITY PREMIUM 1 PC,General,,,PACK,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
QH INTERNET SECURITY PREMIUM 3 PCS,General,,,PACK,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
QH IS PREMIUM UPGRADE RE 1 PC/ 1 YEAR,General,,,PACK,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
QUARTERLY PAYMENT TOWARDS AMC 17-18,General,,,PACK,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
QUICK HEAL IS 3 USERS 1 YEAR,General,,,PACK,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
RAM CRUCIAL 8GB DDR4 DESKTOP,General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
Ram EVM 2gb Ddr3 Desktop,General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
RDP B800,General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
REAPAIR CHARGES,General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
REFERBISHED LENOVO 240W POWERSUPPLY 54Y8846 0A37783,General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
REFERBISHED POWER SWITCH,General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
RELICELL BATTERY SMF 7AH12V,General,,,NOS,,,,,0,CGST+SGST 28%(28.00%),0,Exclusive,0,0
SANDISK FLASH DRIVE 16 GB,General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
SCANDISK METAL 3.0 SDCZ71 16GB PENDRIVE,General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
SECUREYE 8 CH- 1080N-SC-S-8CH1S-2M,General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
SECUREYE CAMERA 2MP 20M SW20-2MPIRN B,General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
SECUREYE FALCON SD-2MPIR-2M-DOME CAMERA,General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
Secureye Falcon Series Ahd Camera 2mp,General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
SECUREYE FALCON XVR 1080N (SCF-XVR-04CH),General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
SECUREYE FALCON XVR 1080N (SCF-XVR-08CH),General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
SECUREYE POWER SUPPLY SC-S-400-IB,General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
SECUREYE S-4C1S-2M-1080-4CH-XVR,General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
SECUREYE SMPS SC-S-PS08 8CH,General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
SEGATE 1TB LAPTOP HARDISK,General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
SEGATE 1 TB SURVELLANCE HDD,General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
SEGATE 500GB DESKTOP HDD,General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
SEGATE HDD 1 TB SATA 3.5'',General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
SERVICE CHARGES,General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
Sipke Guard Zebion Pure Power Dash,General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
Smps Corsair Vs450a,General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
SMPS CORSAIR VS550A,General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
SMPS CORSAIR VS650A,General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
SMPS CP PLUS CCTV 10A,General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
SMPS VIP 400R PLUS,General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
SOFTWARE CONFIGURATION CHARGES,General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
SOFTWARE INSTALLATION CHARGES,General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
SPARE CANON BLACK BJ CATRIAGE QY6-8003-000-N,General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
SPARE CANONCOLOUR BJ CATRIAGE QY6-8019-000,General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
SPARE CANON POWER SUPPLY UNIT QK2 1615 000,General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
SSD MICRON 120GB,General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
SSD MICRON 240GB,General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
STAND FOR CCTV ROTATING ELECTRIC BRACKET,General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
STARTRONIX 2U MINI DVR RACK,General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
Str Epson Erc 38,General,,,PACK,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
SUPER TECH RIBBONS,General,,,PACK,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
SURFACE MOUNT BOX FOR I/O(S18),General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
SYSTEM DIAGNOSIS CHARGES,General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
SYSTEM UPGRADATION CHARGES,General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
TA13L2 1.3MP 20MTR BULLET CAM CP PLUS,General,,,NOS,,,,,0,CGST+SGST 18%(18.00%),0,Exclusive,0,0
